"","email","vorname","nachname","landVorwahl","vorwahl","telNr","land","gebDat","straße","hnr","stiege","tnr","ort","plz","comb","pk","isDirty","errCol","errRule"
"4448","vuile@laihwa.es.net","Emmanuel","Rudolf","43","653","7451","AUT","2012-09-11","Rassach","36","","","Rassach","8510","Rassach 36 8510 Rassach",4413,"False","",""
"4449","higgins@teleport.com","Taim","Bichler","43","901","55435","AUT","2019-09-25","Hocherb","18","","","Sankt Gallen","8933","Hocherb 18 8933 Sankt Gallen",4414,"False","",""
"4450","webmaster@hanaro-e.com","Batuhan","Glaser","43","120","482560","AUT","2006-11-27","Burgstallweg","62","","","Pötschach","8605","Burgstallweg 62 8605 Pötschach",4415,"False","",""
"4451","hasan.basri@ptsi.siemens.co.id","Carlo","Pinter","43","680","4814","AUT","2024-09-28","Wartenfelsstraße","16","","","Mondsee","5310","Wartenfelsstraße 16 5310 Mondsee",4416,"False","",""
"4452","subscription@tux.w3.org","Sami","Breuer","43","123","5372","AUT","1995-06-08","Höglwörthweg","77","","","Salzburg","5020","Höglwörthweg 77 5020 Salzburg",4417,"False","",""
"4453","tara.sexton@us.ibm.com","Yannik","Bräuer","43","674","4222","AUT","2019-03-21","Heiderosenweg","12","","","Linz","4030","Heiderosenweg 12 4030 Linz",4418,"False","",""
"4454","goralski@bnbco.com","Matthias","Steiner","43","501","744","AUT","1959-09-27","Rastbach","51","","","Rastbach","3542","Rastbach 51 Feuerwehrhaus 3542 Rastbach",4419,"False","",""
"4455","hztsi@mail.hz.zj.cn","Jeremias","Novak","43","804","55316","AUT","2015-08-27","Gschmeidlerstraße","33","","","Hollabrunn","2020","Gschmeidlerstraße 33 2020 Hollabrunn",4420,"False","",""
"4456","yesmail@mail.com","Jamie","Geier","43","900","58441","AUT","2003-11-30","Ganglbauerstraße","2a","","","Wolfern","4493","Ganglbauerstraße 2a 4493 Wolfern",4421,"False","",""
"4457","jlwilson@vdh.state.va.us","Aaryan","Leitner","43","820","25165","AUT","1994-01-04","Graben","21","","","Wien","1010","Graben 21 1010 Wien,Innere Stadt",4422,"False","",""
"4458","eadonline7@zapo.net","Ronald","Eder","43","501","562507","AUT","1966-01-25","Robert Blum-Straße","43","","","Spratzern","3100","Robert Blum-Straße 43 3100 Spratzern",4424,"False","",""
"4459","lang_attila@e73.kibernet.hu","Ismail","Hartmann","43","687","2","AUT","2004-05-18","Küpfern","13","","","Weyer","3335","Küpfern 13 3335 Weyer",4425,"False","",""
"4460","nricdohp@excite.com","Niclas","Ehn","43","509","363150","AUT","1995-07-11","Industriestraße","3","","","Kirchberg am Wagram","3470","Industriestraße 3 3470 Kirchberg am Wagram",4426,"False","",""
"4461","babesonweb@tux.w3.org","Alois","Gruber","43","506","286","AUT","1984-06-01","Herrnberggasse","12","","","Maria Gugging","3400","Herrnberggasse 12 3400 Maria Gugging",4427,"False","",""
"4462","margaret.gruenkerr@altova.com","Hermann","Ulmer","43","718","855","AUT","1996-04-26","Keramikstraße","160","","","Palt","3511","Keramikstraße 160 3511 Palt",4428,"False","",""
"4463","wwmm@seu.edu.cn","Hans","Graf","43","504","230","AUT","1980-07-23","Blumenstraße","20","","","Ledenitzen","9581","Blumenstraße 20 9581 Ledenitzen",4430,"False","",""
"4464","f_altemaney@hotmail.com","Bradley","Brandstätter","43","1455","842","AUT","2004-09-22","Riedersbach","20","","","Riedersbach","5120","Riedersbach 20 5120 Riedersbach",4432,"False","",""
"4465","svg-editors@w3.org","Ishak","Schlager","43","59","503","AUT","1971-06-10","Industriestraße","2","","","Vomp","6134","Industriestraße 2 6134 Vomp",4433,"False","",""
"4466","lil46john@aol.com","Borys","Özcan","43","668","715606","AUT","2000-12-20","Höf","16","","","Höf","5660","Höf 16 5660 Höf",4434,"False","",""
"4467","w3t-keio@w3.org","Bruno","Weber","43","503","801","AUT","2013-10-17","Premreinergasse","11A","","","Wien","1130","Premreinergasse 11A 1130 Wien,Hietzing",4435,"False","",""
"4468","mailto:public-wai-eo-site@w3.org","Daris","Pucher","43","681","675","AUT","1998-02-06","Obergrabern","46","","","Obergrabern","2020","Obergrabern 46 2020 Obergrabern",4436,"False","",""
"4469","johnj@ctitech.com","Alen","Neumayr","43","1","5808","AUT","1977-07-20","Grub","12","","","Grub","3761","Grub 12 3761 Grub",4437,"False","",""
"4470","r.gillman@nerc.ac.uk","Stefan-Stelian","Wirth","43","1","78437","AUT","1997-11-28","Akaziengasse","2","","","Wilfersdorf","3434","Akaziengasse 2 3434 Wilfersdorf",4438,"False","",""
"4471","bzuma@caramail.com","Ljubisav","Schindler","43","651","4003","AUT","2003-02-23","Glocknerstraße","68d","","","Bruck an der Großglocknerstraße","5671","Glocknerstraße 68d 5671 Bruck an der Großglocknerstraße",4439,"False","",""
"4472","optitarget-27popdef@ultimateupdate.com","Ivica","Böhm","43","501","687308","AUT","1982-03-02","Jadorf","104","","","Jadorf","5431","Jadorf 104 5431 Jadorf",4440,"False","",""
"4473","richard.bonneau@iona.com","Jakov","Baier","43","664","625773","AUT","2000-04-03","Ostermannweg","6","","","Markstein","9560","Ostermannweg 6 9560 Markstein",4441,"False","",""
"4474","sudha@informix.com","Toni","Klinger","43","120","5866","AUT","1982-08-18","Fichtengasse","12","","1.0","Unterhöflein","2732","Fichtengasse 12Obj.1 2732 Unterhöflein",4442,"False","",""
"4475","html-tidy-request@w3.org","Sam","Riedl","43","59","1566","AUT","1987-10-06","Unteres Tobel","12","","","Götzis","6840","Unteres Tobel 12 6840 Götzis",4443,"False","",""
"4476","gd2@cn-ezlink-trade.com","Steven","Huber","43","669","687","AUT","1986-09-07","Bergenstraße","73","","","Buchschachen","7411","Bergenstraße 73 7411 Buchschachen",4444,"False","",""
"4477","ink@epson.com","Alex","Ebner","43","800","8570","AUT","1983-05-06","Gentzgasse","46","","","Wien","1180","Gentzgasse 46 1180 Wien,Währing",4445,"False","",""
"4478","nrg@nrgsphere.com","Marius","Eichler","43","689","268","AUT","2022-10-05","Haselbacher Gehweg","52","","","Braunau am Inn","5280","Haselbacher Gehweg 52 5280 Braunau am Inn",4447,"False","",""
"4479","t-p.cappiello@worldnet.att.net","Ragnar","Moser","43","517","82163","AUT","2002-07-01","Bahnrain","6","","","Ötztal-Bahnhof","6430","Bahnrain 6 6430 Ötztal-Bahnhof",4448,"False","",""
"4480","hex_16@hotmail.com","Mehmet-Resul","Mahr","43","800","7158","AUT","2007-07-26","Dornlandweg","2a","","","Linz","4040","Dornlandweg 2a 4040 Linz",4449,"False","",""
"4481","monh@donjig.net","Jörg","Ordelt","43","718","345113","AUT","1997-04-12","Kaiserstandweg","23","","","Reith bei Seefeld","6103","Kaiserstandweg 23 6103 Reith bei Seefeld",4450,"False","",""
"4482","vaclavjuza@seznam.cz","Vasilije","Stangl","43","689","76544","AUT","2018-10-17","Siedlung St.Martin","8","","","Wilhelmsburg","3150","Siedlung St.Martin 8 3150 Wilhelmsburg",4451,"False","",""
"4483","s968965@kfupm.edu.sa","Miraç","Schmid","43","930","501","AUT","2000-09-01","Mozartgasse","4","","","Gablitz","3003","Mozartgasse 4 3003 Gablitz",4452,"False","",""
"4484","henrik@edlund.org","Lino","Weinzierl","43","931","15454","AUT","1965-05-02","Saiblingweg","3","","","Niederdorf","9065","Saiblingweg 3 9065 Niederdorf",4453,"False","",""
"4485","kamal@makrani.com","Stanislaus","Schmidt","43","661","572742","AUT","2017-04-29","Rudolf-Falb-Gasse","27","","","Obdach","8742","Rudolf-Falb-Gasse 27 8742 Obdach",4454,"False","",""
"4486","ik2003@yahoo.co.kr","Cengizhan","Hauer","43","508","32802","AUT","1998-01-02","Traminerweg","2","","","Matzendorf","2751","Traminerweg 2 2751 Matzendorf",4455,"False","",""
"4487","wuyunhao@a-1.net.cn","Egemen","Zach","43","939","267","AUT","1977-02-18","Saurachberg","54","","","Saurachberg","9562","Saurachberg 54 9562 Saurachberg",4456,"False","",""
"4488","info@clickandweb.com","Ilkcan","Penz","43","120","5838","AUT","1999-03-29","Sparkassensiedlung","20","","","Markersdorf an der Pielach","3388","Sparkassensiedlung 20 3388 Markersdorf an der Pielach",4457,"False","",""
"4489","dmz@yahoo.co.kr","Menduri","Böhm","43","810","668","AUT","2000-05-17","Gartenstraße","1","","","Laakirchen","4662","Gartenstraße 1 4662 Laakirchen",4458,"False","",""
"4490","lenore@accesslease.com","Stuart","Schwaiger","43","667","360","AUT","1974-06-03","Gimplach-Odarweg","1","","","Gimplach","8793","Gimplach-Odarweg 1 8793 Gimplach",4459,"False","",""
"4491","tbw@indigo.net.au","Aurelio","David","43","684","64","AUT","2024-01-01","Muldenweg","8","","","Priel","9400","Muldenweg 8 9400 Priel",4460,"False","",""
"4492","mastran@telusplanet.net","Eymen","Reiter","43","900","510604","AUT","1990-08-13","Wiesenweg","52a","","","Rohrmoos","8971","Wiesenweg 52a 8971 Rohrmoos",4461,"False","",""
"4493","arafalov@socs.uts.edu.au","Milos","Strasser","43","504","451831","AUT","1990-01-07","Tulpenstraße","22","","","Laa an der Thaya","2136","Tulpenstraße 22 2136 Laa an der Thaya",4462,"False","",""
"4494","11@222.net","Dilpreet","Eichinger","43","675","110726","AUT","2015-04-27","Große Stadtgutgasse","21","","","Wien","1020","Große Stadtgutgasse 21 1020 Wien,Leopoldstadt",4463,"False","",""
"4495","eve.maler@e","Ihsan","Danninger","43","671","138160","AUT","1961-01-14","Linderwaldsiedlung","9","","","Zeltweg","8740","Linderwaldsiedlung 9 8740 Zeltweg",4464,"False","",""
"4496","mangold@informatik.uni-stuttgart.de","Heinrich","Koppensteiner","43","810","764","AUT","2008-02-20","Zickhöhe","75","","","Illmitz","7142","Zickhöhe 75 7142 Illmitz",4465,"False","",""
"4497","ustiansk@sai.msu.ru","Miraç","Achleitner","43","686","62810","AUT","2023-11-26","Loferer Bundesstraße","69","","","Zell am See","5700","Loferer Bundesstraße 69 5700 Zell am See",4466,"False","",""
"4498","fagomeni@netscape.com","Yasin","Binder","43","821","157148","AUT","2015-03-25","Gurkweg","7","","","Grafenstein","9131","Gurkweg 7 9131 Grafenstein",4467,"False","",""
"4499","sdcso@annie.ne.jp","Wiktor","Alge","43","810","441541","AUT","2010-06-02","Laikenstraße","16","","","Micheldorf","4563","Laikenstraße 16 4563 Micheldorf",4468,"False","",""
"4500","emm@alumni.dgs.monash.edu.au","George","Wagner","43","504","71625","AUT","2025-01-01","Kreuzbergstraße","3","","","Rinnegg","8061","Kreuzbergstraße 3 8061 Rinnegg",4469,"False","",""
"4501","sandor@cs.uu.nl","Nevio","Felber","43","664","642","AUT","2018-04-23","Hofstätterstraße","3","","","Ernsthofen","4432","Hofstätterstraße 3 4432 Ernsthofen",4470,"False","",""
"4502","andrew@andrewquinn.org","Steve","Tober","43","653","73383","AUT","2009-03-10","Markt","45","","","Schwarzenbach","2803","Markt 45 2803 Schwarzenbach",4471,"False","",""
"4503","mcs@pearlcrescent.com","Nerzat","Arnold","43","509","5854","AUT","2009-03-16","Triftstraße","19","","","Wolfpassing an der Hochleithen","2123","Triftstraße 19 2123 Wolfpassing an der Hochleithen",4472,"False","",""
"4504","arnaud@gradient.ie","Abubakr","Strauß","43","675","723063","AUT","1995-06-01","Eggles","2","","","Arzl im Pitztal","6471","Eggles 2 6471 Arzl im Pitztal",4473,"False","",""
"4505","mulligan@dietrich.co.za","Walter","Swoboda","43","668","825","AUT","2023-06-02","Porrau","33","","","Porrau","2013","Porrau 33 2013 Porrau",4474,"False","",""
"4506","tbuetow@tecaccess.net","Ivan","Ludwig","43","680","218","AUT","1981-07-21","Feldgasse","4","","","Hainfeld","3170","Feldgasse 4 3170 Hainfeld",4475,"False","",""
"4507","vladimir@cprog.hop.stu.neva.ru","Steven","Enne","43","111","24826","AUT","2014-07-11","Rechbauerstraße","52","","","Graz","8010","Rechbauerstraße 52 8010 Graz,02.Bez.:Sankt Leonhard",4476,"False","",""
"4508","akdullea@artlogic.com","Elijah","Mader","43","10","43432","AUT","1956-05-30","Windisch Bleiberg","69","","","Windisch Bleiberg","9163","Windisch Bleiberg 69 9163 Windisch Bleiberg",4477,"False","",""
"4509","dplaton@pcnet.pcnet.ro","Selim","Scherer","43","111","583146","AUT","2014-01-17","Am Hang","3","","","Trofaiach","8793","Am Hang 3 8793 Trofaiach",4478,"False","",""
"4510","vivek.pandey@sun.com","Ulrich","Schlosser","43","820","850538","AUT","1970-12-17","Sankt Klementen","1","","","St. Klementen","9321","Sankt Klementen 1 9321 St. Klementen",4479,"False","",""
"4511","sample@nmaiek029kdfj.com","Imran","Bösch","43","698","245","AUT","1972-09-29","Alois Kaltenbruner-Straße","30a","","","Gmunden","4810","Alois Kaltenbruner-Straße 30a 4810 Gmunden",4480,"False","",""
"4512","bksoft@tlnet.com.vn","Silvio","Wagner","43","800","323","AUT","2002-07-03","Fürstenweg","70","","","Anif","5081","Fürstenweg 70 5081 Anif",4481,"False","",""
"4513","hbarcena@telnor.net","Rinor","Konrad","43","674","738360","AUT","1994-06-13","Juggerweg","11","","","Mäder","6841","Juggerweg 11 6841 Mäder",4482,"False","",""
"4514","deragon@aqiii.org","Filippo","Jaklitsch","43","665","570","AUT","2010-09-15","Böhlergasse","11","","","Sollenau","2601","Böhlergasse 11 2601 Sollenau",4484,"False","",""
"4515","bna@utg.gazprom.ru","Eldar","Wagner","43","507","18238","AUT","2024-04-03","Zeller Straße","15","","","Tragwein","4284","Zeller Straße 15 4284 Tragwein",4485,"False","",""
"4516","ytk@nicei.co.kr","Benno","Glück","43","681","4134","AUT","1967-09-16","Mannersdorf","14","","","Mannersdorf","3393","Mannersdorf 14 3393 Mannersdorf",4486,"False","",""
"4517","bill.haneman@ireland.sun.com","Lukas-Alexander","Schober","43","820","764","AUT","2011-08-05","Schillerstraße","26","","","Wiener Neudorf","2351","Schillerstraße 26 2351 Wiener Neudorf",4487,"False","",""
"4518","cbotev@cs.cornell.edu","Damiano","Böhm","43","650","336","AUT","2009-12-08","Sieglstraße","3","","","Jenbach","6200","Sieglstraße 3 6200 Jenbach",4488,"False","",""
"4519","ibbotson@uk.ibm.com","Ernst","Aigner","43","820","402","AUT","1997-05-24","Hauptstraße","10a","","","Breitenfurt bei Wien","2384","Hauptstraße 10a 2384 Breitenfurt bei Wien",4489,"False","",""
"4520","qjpjc@design.dfstw.com","Rajan","Dörfler","43","659","221","AUT","2003-03-30","10. Oktober-Straße","3","","","Hermagor","9620","10. Oktober-Straße 3 9620 Hermagor",4490,"False","",""
"4521","money@yahoo.com","Adriano","Pfeiffer","43","664","7208","AUT","2022-11-15","Schelchental","70","","","Vasoldsberg","8076","Schelchental 70 8076 Vasoldsberg",4491,"False","",""
"4522","www-rdf-perllib@w3.org","Victor","Salzmann","43","659","87251","AUT","1984-07-10","Tollet","56","","","Tollet","4710","Tollet 56 4710 Tollet",4492,"False","",""
"4523","amnonf@012.net.il","Teodor","Erler","43","690","823035","AUT","2024-06-19","Hernedstraße","6","","","Mondsee","5310","Hernedstraße 6 5310 Mondsee",4493,"False","",""
"4524","rasca@mozart.komm.hdk-berlin.de","Yannik","Kainz","43","653","254","AUT","2023-03-31","Lindenweg","3","","","Petzelsdorf in der Weststeiermark","8522","Lindenweg 3 8522 Petzelsdorf in der Weststeiermark",4494,"False","",""
"4525","roland.mainz@informatik.med.uni-giessen.de","Altay","Andreas","43","506","78276","AUT","2009-04-06","Fachental","85","","","Voldöpp","6233","Fachental 85 6233 Voldöpp",4495,"False","",""
"4526","mbhdkp5@hotmail.com","Janes","Trattner","43","698","486685","AUT","2022-12-12","Mühlbergstraße","4","","","Schlägl","4160","Mühlbergstraße 4 4160 Schlägl",4496,"False","",""
"4527","phoenixl@netcom.com","Gideon","Egle","43","699","21666","AUT","1973-08-03","Berta von Suttner-Straße","6","","","Korneuburg","2100","Berta von Suttner-Straße 6 2100 Korneuburg",4497,"False","",""
"4528","jinwooyeyo@yahoo.co.kr","Caleb-Ieremia","Bauer","43","57","66747","AUT","2016-12-23","Deutscherweg","16","","","Rettenbach","8430","Deutscherweg 16 8430 Rettenbach",4498,"False","",""
"4529","porndownloads@mx3.hostyourpornforfree.com","Gideon","Bucher","43","692","286076","AUT","2004-01-05","Gütle","9c","","","Mäder","6841","Gütle 9c 6841 Mäder",4499,"False","",""
"4530","eb2m-mrt@asahi-net.or.jp","Ronald","Klingler","43","780","62207","AUT","2000-05-28","Anton-Rauchplatz","2b","","","Blumau-Neurißhof","2602","Anton-Rauchplatz 2b 2602 Blumau-Neurißhof",4500,"False","",""
"4531","drama777@naver.com","Veit","Klammer","43","668","764170","AUT","2010-04-11","Hauptstraße","46","","","Wartberg an der Krems","4552","Hauptstraße 46 4552 Wartberg an der Krems",4501,"False","",""
"4532","rwaki@sun10.whizbanglabs.com","Frederik","Bösch","43","663","4713","AUT","2001-12-10","Teichstraße","1","","","Gstocket","4072","Teichstraße 1 4072 Gstocket",4502,"False","",""
"4533","tkidder@travelsavers.com","Corbinian","Nocker","43","683","460","AUT","1966-08-25","H.-Lange-Gasse","4","","","Fürstenfeld","8280","H.-Lange-Gasse 4 8280 Fürstenfeld",4504,"False","",""
"4534","dhc2@dcrocker.net","Ertugrul","Brandstetter","43","517","34827","AUT","2001-05-23","Friedlhofweg","8","","","Präbach","8063","Friedlhofweg 8 8063 Präbach",4505,"False","",""
"4535","customer-service@hilohattie.com","Simar","Kager","43","660","20","AUT","1980-09-08","St.Stefan","31","","","St. Stefan","9361","St.Stefan 31 9361 St. Stefan",4506,"False","",""
"4536","damien@coda.co.za","Arno","Steiner","43","931","47031","AUT","2014-06-07","Markt","78","","","Pabneukirchen","4363","Markt 78 4363 Pabneukirchen",4508,"False","",""
"4537","lange@cyperfection.de","Omar","Eichinger","43","676","442","AUT","2025-01-26","Durchlaßstraße","19","","","Klagenfurt","9020","Durchlaßstraße 19 9020 Klagenfurt,09.Bez.:Annabichl",4509,"False","",""
"4538","emailnow@uswest.net","Siegfried","Burtscher","43","1455","88827","AUT","2006-01-18","Mauthen","47","","","Mauthen","9640","Mauthen 47 9640 Mauthen",4510,"False","",""
"4539","jyunker@bytelevel.com;","Emmanuel","Swoboda","43","653","45012","AUT","1993-11-03","Gauertalweg","33","","","Tschagguns","6774","Gauertalweg 33 6774 Tschagguns",4511,"False","",""
"4540","m_tadlaoui@yahoo.fr","Sven","Berger","43","681","86","AUT","2009-03-31","Am Anger","17","","","Pilgersdorf","7441","Am Anger 17 7441 Pilgersdorf",4512,"False","",""
"4541","jas@decisionsoft.com","Máté","Stocker","43","657","515622","AUT","2003-03-10","Lärchenfeld","5","","","Rainbach im Mühlkreis","4261","Lärchenfeld 5 4261 Rainbach im Mühlkreis",4513,"False","",""
"4542","j.g.ross@warwick.ac.uk","Alan","Grill","43","828","263","AUT","2020-02-18","Baumgartsau","15","","","Baumgartsau","4174","Baumgartsau 15 4174 Baumgartsau",4514,"False","",""
"4543","925a314012@w3c2.w3.org","Dimitrij","Gruber","43","10","7584","AUT","1994-03-28","Oberweg","3","","","Zeltweg","8740","Oberweg 3 8740 Zeltweg",4515,"False","",""
"4544","thomas_a._kalil@oa.eop.gov","Amar","Edinger","43","682","28444","AUT","1948-08-27","Furth bei Göllersdorf","14","","","Furth","2013","Furth bei Göllersdorf 14 2013 Furth",4517,"False","",""
"4545","qinhaix@icomxpress.com","Lio","Schwaighofer","43","118","27683","AUT","1992-05-30","Werouzach","6","","","Werouzach","9065","Werouzach 6 9065 Werouzach",4518,"False","",""
"4546","webmaster@techreview.com","Hattab","Zotter","43","720","2070","AUT","1988-08-31","Ulmenstraße","1","","","Rum","6063","Ulmenstraße 1 6063 Rum",4519,"False","",""
